target_nets	option_status	save_status	stage	total	open_nets	diff_net_spacing	less_than_min_area	needs_fat_contact	off_grid	same_net_spacing	short	connection_not_within_pin
ZBUF_714_1050	extra_pin_tracks=true	no_save	before	5	0	0	0	0	5	0	0	0
ZBUF_714_1050	extra_pin_tracks=true	no_save	after_remove	3	1	0	0	0	3	0	0	0
ZBUF_714_1050	extra_pin_tracks=true	no_save	after	3	0	0	0	0	3	0	0	0
