x	shape	net	y	bbox	object_class	object_type	object_name	object_layer	object_net	object_bbox
20.0	PATH_11_507	VSS	867.704	{19.85 867.554} {20.15 867.854}	pg	shape	PATH_23_53	M7	VSS	{10.0000 867.5000} {1199.3360 868.5000}
20.0	PATH_11_507	VSS	867.704	{19.85 867.554} {20.15 867.854}	signal	shape	PATH_15_599541	M3	ZBUF_61_2921	{20.1240 867.5240} {22.6120 867.5800}
20.0	PATH_11_507	VSS	867.704	{19.85 867.554} {20.15 867.854}	signal	shape	PATH_13_1100484	M2	ZBUF_61_2921	{20.1240 867.5240} {20.1800 868.4920}
20.0	PATH_11_507	VSS	867.704	{19.85 867.554} {20.15 867.854}	signal	via	VIA_S_1872571	VIA23SQ_C	ZBUF_61_2921	{20.0970 867.4970} {20.2070 867.6070}
20.0	PATH_11_531	VSS	907.832	{19.85 907.682} {20.15 907.982}	pg	shape	PATH_23_55	M7	VSS	{10.0000 907.5000} {1199.3360 908.5000}
20.0	PATH_11_555	VSS	947.96	{19.85 947.81} {20.15 948.11}	pg	shape	PATH_23_57	M7	VSS	{10.0000 947.5000} {1199.3360 948.5000}
20.0	PATH_11_579	VSS	988.088	{19.85 987.938} {20.15 988.238}	pg	shape	PATH_23_59	M7	VSS	{10.0000 987.5000} {1199.3360 988.5000}
20.0	PATH_11_603	VSS	1028.216	{19.85 1028.066} {20.15 1028.366}	pg	shape	PATH_23_61	M7	VSS	{10.0000 1027.5000} {1199.3360 1028.5000}
20.0	PATH_11_627	VSS	1068.344	{19.85 1068.194} {20.15 1068.494}	pg	shape	PATH_23_63	M7	VSS	{10.0000 1067.5000} {1199.3360 1068.5000}
20.1	PATH_11_483	VSS	827.576	{19.95 827.426} {20.25 827.726}	pg	shape	PATH_23_51	M7	VSS	{10.0000 827.5000} {1199.3360 828.5000}
20.1	PATH_11_507	VSS	867.704	{19.95 867.554} {20.25 867.854}	pg	shape	PATH_23_53	M7	VSS	{10.0000 867.5000} {1199.3360 868.5000}
20.1	PATH_11_507	VSS	867.704	{19.95 867.554} {20.25 867.854}	signal	shape	PATH_15_599541	M3	ZBUF_61_2921	{20.1240 867.5240} {22.6120 867.5800}
20.1	PATH_11_507	VSS	867.704	{19.95 867.554} {20.25 867.854}	signal	shape	PATH_13_1100484	M2	ZBUF_61_2921	{20.1240 867.5240} {20.1800 868.4920}
20.1	PATH_11_507	VSS	867.704	{19.95 867.554} {20.25 867.854}	signal	via	VIA_S_1872571	VIA23SQ_C	ZBUF_61_2921	{20.0970 867.4970} {20.2070 867.6070}
20.1	PATH_11_531	VSS	907.832	{19.95 907.682} {20.25 907.982}	pg	shape	PATH_23_55	M7	VSS	{10.0000 907.5000} {1199.3360 908.5000}
20.1	PATH_11_555	VSS	947.96	{19.95 947.81} {20.25 948.11}	pg	shape	PATH_23_57	M7	VSS	{10.0000 947.5000} {1199.3360 948.5000}
20.1	PATH_11_579	VSS	988.088	{19.95 987.938} {20.25 988.238}	pg	shape	PATH_23_59	M7	VSS	{10.0000 987.5000} {1199.3360 988.5000}
20.1	PATH_11_603	VSS	1028.216	{19.95 1028.066} {20.25 1028.366}	pg	shape	PATH_23_61	M7	VSS	{10.0000 1027.5000} {1199.3360 1028.5000}
20.1	PATH_11_627	VSS	1068.344	{19.95 1068.194} {20.25 1068.494}	pg	shape	PATH_23_63	M7	VSS	{10.0000 1067.5000} {1199.3360 1068.5000}
20.2	PATH_11_483	VSS	827.576	{20.05 827.426} {20.35 827.726}	pg	shape	PATH_23_51	M7	VSS	{10.0000 827.5000} {1199.3360 828.5000}
20.2	PATH_11_507	VSS	867.704	{20.05 867.554} {20.35 867.854}	pg	shape	PATH_23_53	M7	VSS	{10.0000 867.5000} {1199.3360 868.5000}
20.2	PATH_11_507	VSS	867.704	{20.05 867.554} {20.35 867.854}	signal	shape	PATH_13_453559	M2	n76715	{20.2760 866.9160} {20.3320 879.7400}
20.2	PATH_11_507	VSS	867.704	{20.05 867.554} {20.35 867.854}	signal	shape	PATH_15_599541	M3	ZBUF_61_2921	{20.1240 867.5240} {22.6120 867.5800}
20.2	PATH_11_507	VSS	867.704	{20.05 867.554} {20.35 867.854}	signal	shape	PATH_13_1100484	M2	ZBUF_61_2921	{20.1240 867.5240} {20.1800 868.4920}
20.2	PATH_11_507	VSS	867.704	{20.05 867.554} {20.35 867.854}	signal	via	VIA_S_1872571	VIA23SQ_C	ZBUF_61_2921	{20.0970 867.4970} {20.2070 867.6070}
20.2	PATH_11_531	VSS	907.832	{20.05 907.682} {20.35 907.982}	pg	shape	PATH_23_55	M7	VSS	{10.0000 907.5000} {1199.3360 908.5000}
20.2	PATH_11_555	VSS	947.96	{20.05 947.81} {20.35 948.11}	pg	shape	PATH_23_57	M7	VSS	{10.0000 947.5000} {1199.3360 948.5000}
20.2	PATH_11_579	VSS	988.088	{20.05 987.938} {20.35 988.238}	pg	shape	PATH_23_59	M7	VSS	{10.0000 987.5000} {1199.3360 988.5000}
20.2	PATH_11_603	VSS	1028.216	{20.05 1028.066} {20.35 1028.366}	pg	shape	PATH_23_61	M7	VSS	{10.0000 1027.5000} {1199.3360 1028.5000}
20.2	PATH_11_627	VSS	1068.344	{20.05 1068.194} {20.35 1068.494}	pg	shape	PATH_23_63	M7	VSS	{10.0000 1067.5000} {1199.3360 1068.5000}
20.3	PATH_11_483	VSS	827.576	{20.15 827.426} {20.45 827.726}	pg	shape	PATH_23_51	M7	VSS	{10.0000 827.5000} {1199.3360 828.5000}
20.3	PATH_11_483	VSS	827.576	{20.15 827.426} {20.45 827.726}	signal	shape	PATH_13_367670	M2	n48570	{20.4280 820.7080} {20.4840 832.0120}
20.3	PATH_11_507	VSS	867.704	{20.15 867.554} {20.45 867.854}	pg	shape	PATH_23_53	M7	VSS	{10.0000 867.5000} {1199.3360 868.5000}
20.3	PATH_11_507	VSS	867.704	{20.15 867.554} {20.45 867.854}	signal	shape	PATH_13_453417	M2	n76678	{20.4280 862.3560} {20.4840 869.1000}
20.3	PATH_11_507	VSS	867.704	{20.15 867.554} {20.45 867.854}	signal	shape	PATH_13_453559	M2	n76715	{20.2760 866.9160} {20.3320 879.7400}
20.3	PATH_11_507	VSS	867.704	{20.15 867.554} {20.45 867.854}	signal	shape	PATH_15_599541	M3	ZBUF_61_2921	{20.1240 867.5240} {22.6120 867.5800}
20.3	PATH_11_507	VSS	867.704	{20.15 867.554} {20.45 867.854}	signal	shape	PATH_13_1100484	M2	ZBUF_61_2921	{20.1240 867.5240} {20.1800 868.4920}
20.3	PATH_11_507	VSS	867.704	{20.15 867.554} {20.45 867.854}	signal	via	VIA_S_1872571	VIA23SQ_C	ZBUF_61_2921	{20.0970 867.4970} {20.2070 867.6070}
20.3	PATH_11_531	VSS	907.832	{20.15 907.682} {20.45 907.982}	pg	shape	PATH_23_55	M7	VSS	{10.0000 907.5000} {1199.3360 908.5000}
20.3	PATH_11_555	VSS	947.96	{20.15 947.81} {20.45 948.11}	pg	shape	PATH_23_57	M7	VSS	{10.0000 947.5000} {1199.3360 948.5000}
20.3	PATH_11_579	VSS	988.088	{20.15 987.938} {20.45 988.238}	pg	shape	PATH_23_59	M7	VSS	{10.0000 987.5000} {1199.3360 988.5000}
20.3	PATH_11_603	VSS	1028.216	{20.15 1028.066} {20.45 1028.366}	pg	shape	PATH_23_61	M7	VSS	{10.0000 1027.5000} {1199.3360 1028.5000}
20.3	PATH_11_627	VSS	1068.344	{20.15 1068.194} {20.45 1068.494}	pg	shape	PATH_23_63	M7	VSS	{10.0000 1067.5000} {1199.3360 1068.5000}
20.4	PATH_11_483	VSS	827.576	{20.25 827.426} {20.55 827.726}	pg	shape	PATH_23_51	M7	VSS	{10.0000 827.5000} {1199.3360 828.5000}
20.4	PATH_11_483	VSS	827.576	{20.25 827.426} {20.55 827.726}	signal	shape	PATH_13_367670	M2	n48570	{20.4280 820.7080} {20.4840 832.0120}
20.4	PATH_11_507	VSS	867.704	{20.25 867.554} {20.55 867.854}	pg	shape	PATH_23_53	M7	VSS	{10.0000 867.5000} {1199.3360 868.5000}
20.4	PATH_11_507	VSS	867.704	{20.25 867.554} {20.55 867.854}	signal	shape	PATH_13_453417	M2	n76678	{20.4280 862.3560} {20.4840 869.1000}
20.4	PATH_11_507	VSS	867.704	{20.25 867.554} {20.55 867.854}	signal	shape	PATH_13_453559	M2	n76715	{20.2760 866.9160} {20.3320 879.7400}
20.4	PATH_11_507	VSS	867.704	{20.25 867.554} {20.55 867.854}	signal	shape	PATH_15_599541	M3	ZBUF_61_2921	{20.1240 867.5240} {22.6120 867.5800}
20.4	PATH_11_531	VSS	907.832	{20.25 907.682} {20.55 907.982}	pg	shape	PATH_23_55	M7	VSS	{10.0000 907.5000} {1199.3360 908.5000}
20.4	PATH_11_555	VSS	947.96	{20.25 947.81} {20.55 948.11}	pg	shape	PATH_23_57	M7	VSS	{10.0000 947.5000} {1199.3360 948.5000}
20.4	PATH_11_579	VSS	988.088	{20.25 987.938} {20.55 988.238}	pg	shape	PATH_23_59	M7	VSS	{10.0000 987.5000} {1199.3360 988.5000}
20.4	PATH_11_603	VSS	1028.216	{20.25 1028.066} {20.55 1028.366}	pg	shape	PATH_23_61	M7	VSS	{10.0000 1027.5000} {1199.3360 1028.5000}
20.4	PATH_11_627	VSS	1068.344	{20.25 1068.194} {20.55 1068.494}	pg	shape	PATH_23_63	M7	VSS	{10.0000 1067.5000} {1199.3360 1068.5000}
20.5	PATH_11_483	VSS	827.576	{20.35 827.426} {20.65 827.726}	pg	shape	PATH_23_51	M7	VSS	{10.0000 827.5000} {1199.3360 828.5000}
20.5	PATH_11_483	VSS	827.576	{20.35 827.426} {20.65 827.726}	signal	shape	PATH_13_367670	M2	n48570	{20.4280 820.7080} {20.4840 832.0120}
20.5	PATH_11_507	VSS	867.704	{20.35 867.554} {20.65 867.854}	pg	shape	PATH_23_53	M7	VSS	{10.0000 867.5000} {1199.3360 868.5000}
20.5	PATH_11_507	VSS	867.704	{20.35 867.554} {20.65 867.854}	signal	shape	PATH_17_140797	M4	ZBUF_146_1086	{20.5800 838.6440} {20.6360 874.2680}
20.5	PATH_11_507	VSS	867.704	{20.35 867.554} {20.65 867.854}	signal	shape	PATH_13_453417	M2	n76678	{20.4280 862.3560} {20.4840 869.1000}
20.5	PATH_11_507	VSS	867.704	{20.35 867.554} {20.65 867.854}	signal	shape	PATH_15_599541	M3	ZBUF_61_2921	{20.1240 867.5240} {22.6120 867.5800}
20.5	PATH_11_507	VSS	867.704	{20.35 867.554} {20.65 867.854}	signal	shape	PATH_13_882733	M2	ZBUF_5587_92	{20.5800 867.6760} {20.6360 868.7960}
20.5	PATH_11_507	VSS	867.704	{20.35 867.554} {20.65 867.854}	signal	shape	PATH_13_882734	M2	ZBUF_5587_92	{20.5800 867.6760} {20.7880 867.7320}
20.5	PATH_11_531	VSS	907.832	{20.35 907.682} {20.65 907.982}	pg	shape	PATH_23_55	M7	VSS	{10.0000 907.5000} {1199.3360 908.5000}
20.5	PATH_11_531	VSS	907.832	{20.35 907.682} {20.65 907.982}	signal	shape	PATH_13_737593	M2	n138978	{20.5800 907.3480} {20.6360 911.3560}
20.5	PATH_11_555	VSS	947.96	{20.35 947.81} {20.65 948.11}	pg	shape	PATH_23_57	M7	VSS	{10.0000 947.5000} {1199.3360 948.5000}
20.5	PATH_11_579	VSS	988.088	{20.35 987.938} {20.65 988.238}	pg	shape	PATH_23_59	M7	VSS	{10.0000 987.5000} {1199.3360 988.5000}
20.5	PATH_11_603	VSS	1028.216	{20.35 1028.066} {20.65 1028.366}	pg	shape	PATH_23_61	M7	VSS	{10.0000 1027.5000} {1199.3360 1028.5000}
20.5	PATH_11_627	VSS	1068.344	{20.35 1068.194} {20.65 1068.494}	pg	shape	PATH_23_63	M7	VSS	{10.0000 1067.5000} {1199.3360 1068.5000}
