target_nets	option_status	save_status	stage	total	open_nets	diff_net_spacing	less_than_min_area	needs_fat_contact	off_grid	same_net_spacing	short	connection_not_within_pin
ZBUF_899_1724	extra_pin_tracks=true;connect_within_pins={M1 via_standard_cell_pins}	no_save	before	53967	0	0	0	0	1	0	0	53966
ZBUF_899_1724	extra_pin_tracks=true;connect_within_pins={M1 via_standard_cell_pins}	no_save	after_remove	53963	1	0	0	0	0	0	0	53963
ZBUF_899_1724	extra_pin_tracks=true;connect_within_pins={M1 via_standard_cell_pins}	no_save	after	51316	0	0	0	0	0	0	1	51315
