label	name	class	bbox	ref_name	lib_cell	origin	orientation	physical_status	layer	net	shape_use	via_def	extra
near_cell	U19994	cell	{259.8930 961.3060} {261.0350 963.1090}	NAND2X0_RVT	_sel2395	260.0080 961.3360	R0	placed					target_cell=U42518
near_cell	U52281	cell	{250.6210 959.5630} {252.0570 961.3660}	AND2X1_RVT	_sel2396	250.7360 961.3360	MX	placed					target_cell=U42518
near_cell	U61219	cell	{255.4850 964.6500} {256.6270 966.4530}	INVX2_RVT	_sel2397	255.6000 964.6800	R0	placed					target_cell=U42518
near_cell	U61659	cell	{259.8930 957.9620} {260.8830 959.7650}	INVX0_RVT	_sel2398	260.0080 957.9920	R0	placed					target_cell=U42518
near_cell	U123913	cell	{256.5490 954.6180} {259.0590 956.4210}	NBUFFX8_RVT	_sel2399	256.6640 954.6480	R0	placed					target_cell=U42518
near_cell	U105720	cell	{250.6210 961.3060} {252.0670 963.1090}	NBUFFX2_RVT	_sel2400	250.7360 961.3360	R0	placed					target_cell=U42518
near_cell	U98246	cell	{258.2210 964.6500} {261.4910 966.4530}	DELLN1X2_RVT	_sel2401	258.3360 964.6800	R0	placed					target_cell=U42518
near_cell	U71518	cell	{257.3090 964.6500} {258.4510 966.4530}	NAND2X0_RVT	_sel2402	257.4240 964.6800	R0	placed					target_cell=U42518
near_cell	U71324	cell	{251.8370 954.6180} {253.1300 956.4210}	NAND3X0_RVT	_sel2403	251.9520 954.6480	R0	placed					target_cell=U42518
near_cell	U123889	cell	{256.3970 964.6500} {257.5390 966.4530}	NAND2X0_RVT	_sel2404	256.5120 964.6800	R0	placed					target_cell=U42518
near_cell	U82221	cell	{258.8300 954.6180} {260.1230 956.4210}	NAND3X0_RVT	_sel2405	260.0080 954.6480	MY	placed					target_cell=U42518
near_cell	U105940	cell	{250.1680 962.9070} {251.9150 964.7100}	NBUFFX4_RVT	_sel2406	250.2800 964.6800	MX	placed					target_cell=U42518
near_cell	U105939	cell	{250.4690 964.6500} {251.9150 966.4530}	NBUFFX2_RVT	_sel2407	250.5840 964.6800	R0	placed					target_cell=U42518
