id	type_name	layers	bbox	objects	actual_spacing	required_spacing	required_width	brief_info	verbose_info	status
682	Needs fat contact	M1,M2	{221.9780 1022.2330} {222.0380 1022.3430}	n35757						error
683	Off-grid	M1	{413.9290 1022.2580} {414.0390 1022.3180}	n51944						error
684	Diff net spacing	M1	{779.4390 1024.9440} {779.5130 1025.1040}	n130359,VSS						error
685	Diff net spacing	M2	{779.4940 1024.9130} {779.6300 1024.9830}	n130359,VSS						error
686	Off-grid	M2	{22.9580 1038.7500} {23.0680 1038.9620}	n63517						error
687	Off-grid	VIA1	{22.9880 1038.7550} {23.0380 1038.9570}	n63517						error
688	Diff net spacing	M1	{33.4480 1034.3180} {33.6080 1034.4010}	n63866						error
689	Off-grid	M2	{72.9660 1035.4060} {73.0760 1035.6180}	n50437						error
690	Off-grid	VIA1	{72.9960 1035.4110} {73.0460 1035.6130}	n50437						error
691	Off-grid	M2	{107.7740 1035.4060} {107.8840 1035.6180}	n51100						error
692	Off-grid	VIA1	{107.8040 1035.4110} {107.8540 1035.6130}	n51100						error
693	Diff net spacing	M1	{120.5440 1038.7510} {120.7040 1038.8340}	n33945						error
694	Diff net spacing	M1	{257.6480 1037.6620} {257.8080 1037.7450}	n65070						error
695	Needs fat contact	M1,M2	{283.5380 1035.6090} {283.5980 1035.7190}	n71724						error
696	Needs fat contact	M1,M2	{318.6500 1034.0890} {318.7100 1034.1990}	n71670						error
697	Off-grid	M2	{333.3420 1030.8460} {333.4520 1031.0580}	n81009						error
698	Off-grid	VIA1	{333.3720 1030.8510} {333.4220 1031.0530}	n81009						error
699	Off-grid	M2	{339.3240 1035.4060} {339.4340 1035.6180}	n71512						error
700	Off-grid	VIA1	{339.3540 1035.4110} {339.4040 1035.6130}	n71512						error
701	Diff net spacing	M1	{340.9440 1041.0060} {341.1040 1041.0890}	n72356						error
702	Off-grid	M2	{350.3660 1037.5340} {350.4760 1037.7460}	n72361						error
703	Off-grid	VIA1	{350.3960 1037.5390} {350.4460 1037.7410}	n72361						error
704	Off-grid	M1	{722.9450 1035.6340} {723.0550 1035.6940}	n34575						error
705	Off-grid	M1	{723.4010 1035.7860} {723.5110 1035.8460}	n34576						error
706	Off-grid	M1	{724.3430 1038.6740} {724.5320 1038.7900}	n34576						error
707	Off-grid	M2	{136.0460 1054.2540} {136.1560 1054.4660}	n56507						error
708	Off-grid	VIA1	{136.0760 1054.2590} {136.1260 1054.4610}	n56507						error
709	Off-grid	M2	{280.9520 1052.1010} {281.0120 1052.3630}	n71631						error
710	Off-grid	VIA1	{280.9570 1052.1310} {281.0070 1052.3330}	n71631						error
711	Needs fat contact	M1,M2	{302.3860 1048.9850} {302.4460 1049.0950}	n71625						error
712	Off-grid	M2	{331.6700 1044.2220} {331.7800 1044.4340}	n71509						error
713	Off-grid	VIA1	{331.7000 1044.2270} {331.7500 1044.4290}	n71509						error
714	Off-grid	M1	{461.2010 1049.0100} {461.3110 1049.0700}	n53630						error
715	Off-grid	M1	{461.6570 1049.1620} {461.7670 1049.2220}	n53631						error
716	Off-grid	M1	{499.0490 1052.5060} {499.1590 1052.5660}	n52035						error
717	Off-grid	M1	{499.2010 1052.3540} {499.3110 1052.4140}	n131028						error
718	Diff net spacing	M1	{74.0320 1057.7260} {74.1920 1057.8090}	n50545						error
719	Diff net spacing	M1	{118.2640 1058.8150} {118.4240 1058.8980}	n50322						error
720	Off-grid	M2	{132.7020 1057.5980} {132.8120 1057.8100}	n56617						error
721	Off-grid	VIA1	{132.7320 1057.6030} {132.7820 1057.8050}	n56617						error
722	Diff net spacing	M1	{324.6800 1055.4710} {324.8400 1055.5540}	n72147						error
723	Off-grid	M2	{341.6000 1055.4450} {341.6600 1055.7070}	n71511						error
724	Off-grid	VIA1	{341.6050 1055.4750} {341.6550 1055.6770}	n71511						error
725	Off-grid	M1	{428.8250 1062.3860} {428.9350 1062.4460}	n51646						error
726	Off-grid	M1	{672.9370 1064.2100} {673.0470 1064.2700}	n47466						error
727	Off-grid	M1	{694.0650 1065.5780} {694.1750 1065.6380}	n47309						error
728	Off-grid	M1	{693.9900 1065.5780} {694.1530 1065.6440}	n47309						error
729	Off-grid	M1	{694.6730 1065.7300} {694.7830 1065.7900}	n47310						error
730	Needs fat contact	M1,M2	{140.6580 1072.3930} {140.7180 1072.5030}	n57734						error
731	Diff net spacing	M1	{173.2880 1075.5350} {173.4480 1075.6180}	n56728						error
732	Needs fat contact	M1,M2	{189.1460 1067.5290} {189.2060 1067.6390}	n57623						error
733	Off-grid	M2	{248.3740 1068.8460} {248.4840 1069.0580}	n65173						error
734	Off-grid	VIA1	{248.4040 1068.8510} {248.4540 1069.0530}	n65173						error
735	Needs fat contact	M1,M2	{257.0900 1070.8730} {257.1500 1070.9830}	n65748						error
736	Diff net spacing	M1	{273.7600 1072.1910} {273.9200 1072.2740}	n65169						error
737	Off-grid	M1	{498.8970 1075.7620} {499.0070 1075.8220}	n54025						error
