id	type_name	error_class	layers	bbox	center	objects	shape	brief_info	verbose_info	status
0	Off-grid	basic	M1	{201.7370 255.5970} {201.8470 255.6570}	201.7920,255.6270	ZBUF_832_2538	{ polygons {{201.7370 255.5970} {201.7370 255.6570} {201.8470 255.6570} {201.8470 255.5970}} } 			error
1	Off-grid	basic	M1	{906.4090 392.9780} {906.5190 393.0380}	906.4640,393.0080	ZBUF_714_1050	{ polygons {{906.4090 392.9780} {906.4090 393.0380} {906.5190 393.0380} {906.5190 392.9780}} } 			error
2	Off-grid	basic	M1	{906.5610 399.3620} {906.6710 399.4220}	906.6160,399.3920	ZBUF_714_1050	{ polygons {{906.5610 399.3620} {906.5610 399.4220} {906.6710 399.4220} {906.6710 399.3620}} } 			error
3	Off-grid	basic	M1	{250.0520 855.0630} {250.1530 855.1450}	250.1025,855.1040	n143522	{ polygons {{250.0520 855.0630} {250.0520 855.1450} {250.1530 855.1450} {250.1530 855.0630}} } 			error
