step	target_nets	save_status	total	open_nets	diff_net_spacing	less_than_min_area	needs_fat_contact	off_grid	same_net_spacing	short	connection_not_within_pin
initial	none	no_save	4	0	0	2	0	2	0	0	0
after_step1	n68003	no_save	4	0	0	2	0	2	0	0	0
after_step2	n134016	no_save	3	0	0	1	0	2	0	0	0
after_step3	n132862	no_save	2	0	0	0	0	2	0	0	0
after_step4	n87923	no_save	3	0	1	0	0	1	0	1	0
final	all	no_save_not_clean	3	0	1	0	0	1	0	1	0
