net	shape	bbox	x1	y1	x2	y2	width	height	direction	same_net_vias	cells
VDD	PATH_11_366	{20.0000 631.9220} {1189.3360 631.9820}	20.0000	631.9220	1189.3360	631.9820	1169.336	0.0599999999999	horizontal	29	537
VDD	PATH_11_364	{20.0000 628.5780} {1189.3360 628.6380}	20.0000	628.5780	1189.3360	628.6380	1169.336	0.0600000000001	horizontal	29	538
VDD	PATH_11_362	{20.0000 625.2340} {1189.3360 625.2940}	20.0000	625.2340	1189.3360	625.2940	1169.336	0.0599999999999	horizontal	29	550
VDD	PATH_11_360	{20.0000 621.8900} {1189.3360 621.9500}	20.0000	621.8900	1189.3360	621.9500	1169.336	0.0600000000001	horizontal	29	530
VDD	PATH_11_358	{20.0000 618.5460} {1189.3360 618.6060}	20.0000	618.5460	1189.3360	618.6060	1169.336	0.0599999999999	horizontal	29	545
VDD	PATH_11_356	{20.0000 615.2020} {1189.3360 615.2620}	20.0000	615.2020	1189.3360	615.2620	1169.336	0.0599999999999	horizontal	29	538
VDD	PATH_11_354	{20.0000 611.8580} {1189.3360 611.9180}	20.0000	611.8580	1189.3360	611.9180	1169.336	0.0600000000001	horizontal	29	536
VDD	PATH_11_352	{20.0000 608.5140} {1189.3360 608.5740}	20.0000	608.5140	1189.3360	608.5740	1169.336	0.0599999999999	horizontal	29	575
VDD	PATH_11_350	{20.0000 605.1700} {1189.3360 605.2300}	20.0000	605.1700	1189.3360	605.2300	1169.336	0.0600000000001	horizontal	29	530
VDD	PATH_11_348	{20.0000 601.8260} {1189.3360 601.8860}	20.0000	601.8260	1189.3360	601.8860	1169.336	0.0599999999999	horizontal	29	565
VDD	PATH_11_346	{20.0000 598.4820} {1189.3360 598.5420}	20.0000	598.4820	1189.3360	598.5420	1169.336	0.0600000000001	horizontal	29	571
VDD	PATH_11_344	{20.0000 595.1380} {1189.3360 595.1980}	20.0000	595.1380	1189.3360	595.1980	1169.336	0.0599999999999	horizontal	29	558
VDD	PATH_11_342	{20.0000 591.7940} {1189.3360 591.8540}	20.0000	591.7940	1189.3360	591.8540	1169.336	0.0600000000001	horizontal	29	543
VDD	PATH_11_340	{20.0000 588.4500} {1189.3360 588.5100}	20.0000	588.4500	1189.3360	588.5100	1169.336	0.0599999999999	horizontal	29	536
VDD	PATH_11_338	{20.0000 585.1060} {1189.3360 585.1660}	20.0000	585.1060	1189.3360	585.1660	1169.336	0.0600000000001	horizontal	29	543
VDD	PATH_11_336	{20.0000 581.7620} {1189.3360 581.8220}	20.0000	581.7620	1189.3360	581.8220	1169.336	0.0600000000001	horizontal	29	550
VDD	PATH_11_334	{20.0000 578.4180} {1189.3360 578.4780}	20.0000	578.4180	1189.3360	578.4780	1169.336	0.0599999999999	horizontal	29	566
VDD	PATH_11_332	{20.0000 575.0740} {1189.3360 575.1340}	20.0000	575.0740	1189.3360	575.1340	1169.336	0.0600000000001	horizontal	29	574
VDD	PATH_11_330	{20.0000 571.7300} {1189.3360 571.7900}	20.0000	571.7300	1189.3360	571.7900	1169.336	0.0599999999999	horizontal	29	548
VDD	PATH_11_328	{20.0000 568.3860} {1189.3360 568.4460}	20.0000	568.3860	1189.3360	568.4460	1169.336	0.0600000000001	horizontal	174	563
VDD	PATH_11_326	{20.0000 565.0420} {1189.3360 565.1020}	20.0000	565.0420	1189.3360	565.1020	1169.336	0.0599999999999	horizontal	29	557
VDD	PATH_11_324	{20.0000 561.6980} {1189.3360 561.7580}	20.0000	561.6980	1189.3360	561.7580	1169.336	0.0600000000001	horizontal	29	562
VDD	PATH_11_322	{20.0000 558.3540} {1189.3360 558.4140}	20.0000	558.3540	1189.3360	558.4140	1169.336	0.0599999999999	horizontal	29	536
VDD	PATH_11_320	{20.0000 555.0100} {1189.3360 555.0700}	20.0000	555.0100	1189.3360	555.0700	1169.336	0.0600000000001	horizontal	29	592
VDD	PATH_11_318	{20.0000 551.6660} {1189.3360 551.7260}	20.0000	551.6660	1189.3360	551.7260	1169.336	0.0599999999999	horizontal	29	612
VDD	PATH_11_316	{20.0000 548.3220} {1189.3360 548.3820}	20.0000	548.3220	1189.3360	548.3820	1169.336	0.0599999999999	horizontal	29	623
VDD	PATH_11_314	{20.0000 544.9780} {1189.3360 545.0380}	20.0000	544.9780	1189.3360	545.0380	1169.336	0.0600000000001	horizontal	29	591
VDD	PATH_11_312	{20.0000 541.6340} {1189.3360 541.6940}	20.0000	541.6340	1189.3360	541.6940	1169.336	0.0599999999999	horizontal	29	543
VDD	PATH_11_310	{20.0000 538.2900} {1189.3360 538.3500}	20.0000	538.2900	1189.3360	538.3500	1169.336	0.0600000000001	horizontal	29	554
VDD	PATH_11_308	{20.0000 534.9460} {1189.3360 535.0060}	20.0000	534.9460	1189.3360	535.0060	1169.336	0.0599999999999	horizontal	29	558
VDD	PATH_11_306	{20.0000 531.6020} {1189.3360 531.6620}	20.0000	531.6020	1189.3360	531.6620	1169.336	0.0600000000001	horizontal	29	583
VDD	PATH_11_304	{20.0000 528.2580} {1189.3360 528.3180}	20.0000	528.2580	1189.3360	528.3180	1169.336	0.0599999999999	horizontal	174	568
VDD	PATH_11_302	{20.0000 524.9140} {1189.3360 524.9740}	20.0000	524.9140	1189.3360	524.9740	1169.336	0.0600000000001	horizontal	29	551
VDD	PATH_11_300	{20.0000 521.5700} {1189.3360 521.6300}	20.0000	521.5700	1189.3360	521.6300	1169.336	0.0599999999999	horizontal	29	580
VDD	PATH_11_298	{20.0000 518.2260} {1189.3360 518.2860}	20.0000	518.2260	1189.3360	518.2860	1169.336	0.0599999999999	horizontal	29	581
VDD	PATH_11_296	{20.0000 514.8820} {1189.3360 514.9420}	20.0000	514.8820	1189.3360	514.9420	1169.336	0.0600000000001	horizontal	29	586
VDD	PATH_11_294	{20.0000 511.5380} {1189.3360 511.5980}	20.0000	511.5380	1189.3360	511.5980	1169.336	0.06	horizontal	29	557
VDD	PATH_11_292	{20.0000 508.1940} {1189.3360 508.2540}	20.0000	508.1940	1189.3360	508.2540	1169.336	0.06	horizontal	29	578
VDD	PATH_11_290	{20.0000 504.8500} {1189.3360 504.9100}	20.0000	504.8500	1189.3360	504.9100	1169.336	0.06	horizontal	29	620
VDD	PATH_11_288	{20.0000 501.5060} {1189.3360 501.5660}	20.0000	501.5060	1189.3360	501.5660	1169.336	0.06	horizontal	29	623
VDD	PATH_11_286	{20.0000 498.1620} {1189.3360 498.2220}	20.0000	498.1620	1189.3360	498.2220	1169.336	0.06	horizontal	29	602
VDD	PATH_11_284	{20.0000 494.8180} {1189.3360 494.8780}	20.0000	494.8180	1189.3360	494.8780	1169.336	0.06	horizontal	29	579
VDD	PATH_11_282	{20.0000 491.4740} {1189.3360 491.5340}	20.0000	491.4740	1189.3360	491.5340	1169.336	0.06	horizontal	29	643
VDD	PATH_11_280	{20.0000 488.1300} {1189.3360 488.1900}	20.0000	488.1300	1189.3360	488.1900	1169.336	0.06	horizontal	174	633
VDD	PATH_11_278	{20.0000 484.7860} {1189.3360 484.8460}	20.0000	484.7860	1189.3360	484.8460	1169.336	0.06	horizontal	29	641
VDD	PATH_11_276	{20.0000 481.4420} {1189.3360 481.5020}	20.0000	481.4420	1189.3360	481.5020	1169.336	0.06	horizontal	29	670
VDD	PATH_11_274	{20.0000 478.0980} {1189.3360 478.1580}	20.0000	478.0980	1189.3360	478.1580	1169.336	0.06	horizontal	29	613
VDD	PATH_11_272	{20.0000 474.7540} {1189.3360 474.8140}	20.0000	474.7540	1189.3360	474.8140	1169.336	0.06	horizontal	29	637
VDD	PATH_11_270	{20.0000 471.4100} {1189.3360 471.4700}	20.0000	471.4100	1189.3360	471.4700	1169.336	0.06	horizontal	29	652
VDD	PATH_11_268	{20.0000 468.0660} {1189.3360 468.1260}	20.0000	468.0660	1189.3360	468.1260	1169.336	0.06	horizontal	29	628
VDD	PATH_11_266	{20.0000 464.7220} {1189.3360 464.7820}	20.0000	464.7220	1189.3360	464.7820	1169.336	0.06	horizontal	29	639
VDD	PATH_11_264	{20.0000 461.3780} {1189.3360 461.4380}	20.0000	461.3780	1189.3360	461.4380	1169.336	0.06	horizontal	29	644
VDD	PATH_11_262	{20.0000 458.0340} {1189.3360 458.0940}	20.0000	458.0340	1189.3360	458.0940	1169.336	0.06	horizontal	29	667
VDD	PATH_11_260	{20.0000 454.6900} {1189.3360 454.7500}	20.0000	454.6900	1189.3360	454.7500	1169.336	0.06	horizontal	29	665
VDD	PATH_11_258	{20.0000 451.3460} {1189.3360 451.4060}	20.0000	451.3460	1189.3360	451.4060	1169.336	0.06	horizontal	29	656
VDD	PATH_11_256	{20.0000 448.0020} {1189.3360 448.0620}	20.0000	448.0020	1189.3360	448.0620	1169.336	0.06	horizontal	174	628
VDD	PATH_11_254	{20.0000 444.6580} {1189.3360 444.7180}	20.0000	444.6580	1189.3360	444.7180	1169.336	0.06	horizontal	29	619
VDD	PATH_11_252	{20.0000 441.3140} {1189.3360 441.3740}	20.0000	441.3140	1189.3360	441.3740	1169.336	0.06	horizontal	29	630
VDD	PATH_11_250	{20.0000 437.9700} {1189.3360 438.0300}	20.0000	437.9700	1189.3360	438.0300	1169.336	0.0599999999999	horizontal	29	611
VDD	PATH_11_248	{20.0000 434.6260} {1189.3360 434.6860}	20.0000	434.6260	1189.3360	434.6860	1169.336	0.06	horizontal	29	649
VDD	PATH_11_246	{20.0000 431.2820} {1189.3360 431.3420}	20.0000	431.2820	1189.3360	431.3420	1169.336	0.06	horizontal	29	649
VDD	PATH_11_244	{20.0000 427.9380} {1189.3360 427.9980}	20.0000	427.9380	1189.3360	427.9980	1169.336	0.06	horizontal	29	634
VDD	PATH_11_242	{20.0000 424.5940} {1189.3360 424.6540}	20.0000	424.5940	1189.3360	424.6540	1169.336	0.06	horizontal	29	664
VDD	PATH_11_240	{20.0000 421.2500} {1189.3360 421.3100}	20.0000	421.2500	1189.3360	421.3100	1169.336	0.06	horizontal	29	658
VDD	PATH_11_238	{20.0000 417.9060} {1189.3360 417.9660}	20.0000	417.9060	1189.3360	417.9660	1169.336	0.06	horizontal	29	648
VDD	PATH_11_236	{20.0000 414.5620} {1189.3360 414.6220}	20.0000	414.5620	1189.3360	414.6220	1169.336	0.06	horizontal	29	642
VDD	PATH_11_234	{20.0000 411.2180} {1189.3360 411.2780}	20.0000	411.2180	1189.3360	411.2780	1169.336	0.06	horizontal	29	641
VDD	PATH_11_232	{20.0000 407.8740} {1189.3360 407.9340}	20.0000	407.8740	1189.3360	407.9340	1169.336	0.06	horizontal	174	667
VDD	PATH_11_230	{20.0000 404.5300} {1189.3360 404.5900}	20.0000	404.5300	1189.3360	404.5900	1169.336	0.06	horizontal	29	656
VDD	PATH_11_228	{20.0000 401.1860} {1189.3360 401.2460}	20.0000	401.1860	1189.3360	401.2460	1169.336	0.06	horizontal	29	689
VDD	PATH_11_226	{20.0000 397.8420} {1189.3360 397.9020}	20.0000	397.8420	1189.3360	397.9020	1169.336	0.06	horizontal	29	652
VDD	PATH_11_224	{20.0000 394.4980} {1189.3360 394.5580}	20.0000	394.4980	1189.3360	394.5580	1169.336	0.06	horizontal	29	660
VDD	PATH_11_222	{20.0000 391.1540} {1189.3360 391.2140}	20.0000	391.1540	1189.3360	391.2140	1169.336	0.06	horizontal	29	682
VDD	PATH_11_220	{20.0000 387.8100} {1189.3360 387.8700}	20.0000	387.8100	1189.3360	387.8700	1169.336	0.06	horizontal	29	648
VDD	PATH_11_218	{20.0000 384.4660} {1189.3360 384.5260}	20.0000	384.4660	1189.3360	384.5260	1169.336	0.06	horizontal	29	639
VDD	PATH_11_216	{20.0000 381.1220} {1189.3360 381.1820}	20.0000	381.1220	1189.3360	381.1820	1169.336	0.06	horizontal	29	685
VDD	PATH_11_214	{20.0000 377.7780} {1189.3360 377.8380}	20.0000	377.7780	1189.3360	377.8380	1169.336	0.06	horizontal	29	682
VDD	PATH_11_212	{20.0000 374.4340} {1189.3360 374.4940}	20.0000	374.4340	1189.3360	374.4940	1169.336	0.06	horizontal	29	687
VDD	PATH_11_210	{20.0000 371.0900} {1189.3360 371.1500}	20.0000	371.0900	1189.3360	371.1500	1169.336	0.06	horizontal	29	673
VDD	PATH_11_208	{20.0000 367.7460} {1189.3360 367.8060}	20.0000	367.7460	1189.3360	367.8060	1169.336	0.06	horizontal	174	642
VDD	PATH_11_206	{20.0000 364.4020} {1189.3360 364.4620}	20.0000	364.4020	1189.3360	364.4620	1169.336	0.06	horizontal	29	669
VDD	PATH_11_204	{20.0000 361.0580} {1189.3360 361.1180}	20.0000	361.0580	1189.3360	361.1180	1169.336	0.06	horizontal	29	653
VDD	PATH_11_202	{20.0000 357.7140} {1189.3360 357.7740}	20.0000	357.7140	1189.3360	357.7740	1169.336	0.06	horizontal	29	663
VDD	PATH_11_200	{20.0000 354.3700} {1189.3360 354.4300}	20.0000	354.3700	1189.3360	354.4300	1169.336	0.06	horizontal	29	647
VDD	PATH_11_198	{20.0000 351.0260} {1189.3360 351.0860}	20.0000	351.0260	1189.3360	351.0860	1169.336	0.06	horizontal	29	611
VDD	PATH_11_196	{20.0000 347.6820} {1189.3360 347.7420}	20.0000	347.6820	1189.3360	347.7420	1169.336	0.06	horizontal	29	637
VDD	PATH_11_194	{20.0000 344.3380} {1189.3360 344.3980}	20.0000	344.3380	1189.3360	344.3980	1169.336	0.06	horizontal	29	646
VDD	PATH_11_192	{20.0000 340.9940} {1189.3360 341.0540}	20.0000	340.9940	1189.3360	341.0540	1169.336	0.0599999999999	horizontal	29	654
VDD	PATH_11_190	{20.0000 337.6500} {1189.3360 337.7100}	20.0000	337.6500	1189.3360	337.7100	1169.336	0.06	horizontal	29	670
VDD	PATH_11_188	{20.0000 334.3060} {1189.3360 334.3660}	20.0000	334.3060	1189.3360	334.3660	1169.336	0.06	horizontal	29	708
VDD	PATH_11_186	{20.0000 330.9620} {1189.3360 331.0220}	20.0000	330.9620	1189.3360	331.0220	1169.336	0.06	horizontal	29	686
VDD	PATH_11_184	{20.0000 327.6180} {1189.3360 327.6780}	20.0000	327.6180	1189.3360	327.6780	1169.336	0.06	horizontal	174	746
VDD	PATH_11_182	{20.0000 324.2740} {1189.3360 324.3340}	20.0000	324.2740	1189.3360	324.3340	1169.336	0.06	horizontal	29	748
VDD	PATH_11_180	{20.0000 320.9300} {1189.3360 320.9900}	20.0000	320.9300	1189.3360	320.9900	1169.336	0.06	horizontal	29	718
VDD	PATH_11_178	{20.0000 317.5860} {1189.3360 317.6460}	20.0000	317.5860	1189.3360	317.6460	1169.336	0.06	horizontal	29	718
VDD	PATH_11_176	{20.0000 314.2420} {1189.3360 314.3020}	20.0000	314.2420	1189.3360	314.3020	1169.336	0.06	horizontal	29	720
VDD	PATH_11_174	{20.0000 310.8980} {1189.3360 310.9580}	20.0000	310.8980	1189.3360	310.9580	1169.336	0.06	horizontal	29	733
VDD	PATH_11_172	{20.0000 307.5540} {1189.3360 307.6140}	20.0000	307.5540	1189.3360	307.6140	1169.336	0.06	horizontal	29	683
VDD	PATH_11_170	{20.0000 304.2100} {1189.3360 304.2700}	20.0000	304.2100	1189.3360	304.2700	1169.336	0.06	horizontal	29	737
VDD	PATH_11_168	{20.0000 300.8660} {1189.3360 300.9260}	20.0000	300.8660	1189.3360	300.9260	1169.336	0.06	horizontal	29	745
VDD	PATH_11_166	{20.0000 297.5220} {1189.3360 297.5820}	20.0000	297.5220	1189.3360	297.5820	1169.336	0.06	horizontal	29	747
VDD	PATH_11_164	{20.0000 294.1780} {1189.3360 294.2380}	20.0000	294.1780	1189.3360	294.2380	1169.336	0.06	horizontal	29	674
VDD	PATH_11_162	{20.0000 290.8340} {1189.3360 290.8940}	20.0000	290.8340	1189.3360	290.8940	1169.336	0.06	horizontal	29	697
VDD	PATH_11_160	{20.0000 287.4900} {1189.3360 287.5500}	20.0000	287.4900	1189.3360	287.5500	1169.336	0.06	horizontal	29	703
VDD	PATH_11_158	{20.0000 284.1460} {1189.3360 284.2060}	20.0000	284.1460	1189.3360	284.2060	1169.336	0.06	horizontal	29	676
VDD	PATH_11_156	{20.0000 280.8020} {1189.3360 280.8620}	20.0000	280.8020	1189.3360	280.8620	1169.336	0.06	horizontal	29	704
VDD	PATH_11_154	{20.0000 277.4580} {1189.3360 277.5180}	20.0000	277.4580	1189.3360	277.5180	1169.336	0.0599999999999	horizontal	29	684
VDD	PATH_11_152	{20.0000 274.1140} {1189.3360 274.1740}	20.0000	274.1140	1189.3360	274.1740	1169.336	0.06	horizontal	29	709
VDD	PATH_11_150	{20.0000 270.7700} {1189.3360 270.8300}	20.0000	270.7700	1189.3360	270.8300	1169.336	0.06	horizontal	29	692
VDD	PATH_11_148	{20.0000 267.4260} {1189.3360 267.4860}	20.0000	267.4260	1189.3360	267.4860	1169.336	0.06	horizontal	29	701
VDD	PATH_11_146	{20.0000 264.0820} {1189.3360 264.1420}	20.0000	264.0820	1189.3360	264.1420	1169.336	0.06	horizontal	29	657
VDD	PATH_11_144	{20.0000 260.7380} {1189.3360 260.7980}	20.0000	260.7380	1189.3360	260.7980	1169.336	0.06	horizontal	29	713
VDD	PATH_11_142	{20.0000 257.3940} {1189.3360 257.4540}	20.0000	257.3940	1189.3360	257.4540	1169.336	0.06	horizontal	29	695
VDD	PATH_11_140	{20.0000 254.0500} {1189.3360 254.1100}	20.0000	254.0500	1189.3360	254.1100	1169.336	0.06	horizontal	29	708
VDD	PATH_11_138	{20.0000 250.7060} {1189.3360 250.7660}	20.0000	250.7060	1189.3360	250.7660	1169.336	0.06	horizontal	29	712
VDD	PATH_11_136	{20.0000 247.3620} {1189.3360 247.4220}	20.0000	247.3620	1189.3360	247.4220	1169.336	0.06	horizontal	29	663
VDD	PATH_11_134	{20.0000 244.0180} {1189.3360 244.0780}	20.0000	244.0180	1189.3360	244.0780	1169.336	0.06	horizontal	29	668
VDD	PATH_11_132	{20.0000 240.6740} {1189.3360 240.7340}	20.0000	240.6740	1189.3360	240.7340	1169.336	0.06	horizontal	29	684
VDD	PATH_11_130	{20.0000 237.3300} {1189.3360 237.3900}	20.0000	237.3300	1189.3360	237.3900	1169.336	0.06	horizontal	29	668
VDD	PATH_11_128	{20.0000 233.9860} {1189.3360 234.0460}	20.0000	233.9860	1189.3360	234.0460	1169.336	0.06	horizontal	29	654
VDD	PATH_11_126	{20.0000 230.6420} {1189.3360 230.7020}	20.0000	230.6420	1189.3360	230.7020	1169.336	0.06	horizontal	29	666
VDD	PATH_11_124	{20.0000 227.2980} {1189.3360 227.3580}	20.0000	227.2980	1189.3360	227.3580	1169.336	0.06	horizontal	29	661
VDD	PATH_11_122	{20.0000 223.9540} {1189.3360 224.0140}	20.0000	223.9540	1189.3360	224.0140	1169.336	0.06	horizontal	29	704
VDD	PATH_11_120	{20.0000 220.6100} {1189.3360 220.6700}	20.0000	220.6100	1189.3360	220.6700	1169.336	0.06	horizontal	29	645
VDD	PATH_11_118	{20.0000 217.2660} {1189.3360 217.3260}	20.0000	217.2660	1189.3360	217.3260	1169.336	0.06	horizontal	29	675
VDD	PATH_11_116	{20.0000 213.9220} {1189.3360 213.9820}	20.0000	213.9220	1189.3360	213.9820	1169.336	0.06	horizontal	29	673
VDD	PATH_11_114	{20.0000 210.5780} {1189.3360 210.6380}	20.0000	210.5780	1189.3360	210.6380	1169.336	0.06	horizontal	29	668
VDD	PATH_11_112	{20.0000 207.2340} {1189.3360 207.2940}	20.0000	207.2340	1189.3360	207.2940	1169.336	0.06	horizontal	29	680
VDD	PATH_11_110	{20.0000 203.8900} {1189.3360 203.9500}	20.0000	203.8900	1189.3360	203.9500	1169.336	0.06	horizontal	29	655
VDD	PATH_11_108	{20.0000 200.5460} {1189.3360 200.6060}	20.0000	200.5460	1189.3360	200.6060	1169.336	0.06	horizontal	29	672
VDD	PATH_11_106	{20.0000 197.2020} {1189.3360 197.2620}	20.0000	197.2020	1189.3360	197.2620	1169.336	0.06	horizontal	29	664
VDD	PATH_11_104	{20.0000 193.8580} {1189.3360 193.9180}	20.0000	193.8580	1189.3360	193.9180	1169.336	0.06	horizontal	29	651
VDD	PATH_11_102	{20.0000 190.5140} {1189.3360 190.5740}	20.0000	190.5140	1189.3360	190.5740	1169.336	0.06	horizontal	29	671
VDD	PATH_11_100	{20.0000 187.1700} {1189.3360 187.2300}	20.0000	187.1700	1189.3360	187.2300	1169.336	0.06	horizontal	29	664
VDD	PATH_11_98	{20.0000 183.8260} {1189.3360 183.8860}	20.0000	183.8260	1189.3360	183.8860	1169.336	0.06	horizontal	29	677
VDD	PATH_11_96	{20.0000 180.4820} {1189.3360 180.5420}	20.0000	180.4820	1189.3360	180.5420	1169.336	0.06	horizontal	29	693
VDD	PATH_11_94	{20.0000 177.1380} {1189.3360 177.1980}	20.0000	177.1380	1189.3360	177.1980	1169.336	0.06	horizontal	29	698
VDD	PATH_11_92	{20.0000 173.7940} {1189.3360 173.8540}	20.0000	173.7940	1189.3360	173.8540	1169.336	0.06	horizontal	29	687
VDD	PATH_11_90	{20.0000 170.4500} {1189.3360 170.5100}	20.0000	170.4500	1189.3360	170.5100	1169.336	0.06	horizontal	29	672
VDD	PATH_11_88	{20.0000 167.1060} {1189.3360 167.1660}	20.0000	167.1060	1189.3360	167.1660	1169.336	0.06	horizontal	29	677
VDD	PATH_11_86	{20.0000 163.7620} {1189.3360 163.8220}	20.0000	163.7620	1189.3360	163.8220	1169.336	0.06	horizontal	29	680
VDD	PATH_11_84	{20.0000 160.4180} {1189.3360 160.4780}	20.0000	160.4180	1189.3360	160.4780	1169.336	0.06	horizontal	29	667
VDD	PATH_11_82	{20.0000 157.0740} {1189.3360 157.1340}	20.0000	157.0740	1189.3360	157.1340	1169.336	0.06	horizontal	29	711
VDD	PATH_11_80	{20.0000 153.7300} {1189.3360 153.7900}	20.0000	153.7300	1189.3360	153.7900	1169.336	0.06	horizontal	29	697
VDD	PATH_11_78	{20.0000 150.3860} {1189.3360 150.4460}	20.0000	150.3860	1189.3360	150.4460	1169.336	0.06	horizontal	29	700
VDD	PATH_11_76	{20.0000 147.0420} {1189.3360 147.1020}	20.0000	147.0420	1189.3360	147.1020	1169.336	0.06	horizontal	29	661
VDD	PATH_11_74	{20.0000 143.6980} {1189.3360 143.7580}	20.0000	143.6980	1189.3360	143.7580	1169.336	0.06	horizontal	29	676
VDD	PATH_11_72	{20.0000 140.3540} {1189.3360 140.4140}	20.0000	140.3540	1189.3360	140.4140	1169.336	0.06	horizontal	29	644
VDD	PATH_11_70	{20.0000 137.0100} {1189.3360 137.0700}	20.0000	137.0100	1189.3360	137.0700	1169.336	0.06	horizontal	29	652
VDD	PATH_11_68	{20.0000 133.6660} {1189.3360 133.7260}	20.0000	133.6660	1189.3360	133.7260	1169.336	0.06	horizontal	29	678
VDD	PATH_11_66	{20.0000 130.3220} {1189.3360 130.3820}	20.0000	130.3220	1189.3360	130.3820	1169.336	0.06	horizontal	29	658
VDD	PATH_11_64	{20.0000 126.9780} {1189.3360 127.0380}	20.0000	126.9780	1189.3360	127.0380	1169.336	0.06	horizontal	29	650
VDD	PATH_11_62	{20.0000 123.6340} {1189.3360 123.6940}	20.0000	123.6340	1189.3360	123.6940	1169.336	0.06	horizontal	29	665
VDD	PATH_11_60	{20.0000 120.2900} {1189.3360 120.3500}	20.0000	120.2900	1189.3360	120.3500	1169.336	0.06	horizontal	29	629
VDD	PATH_11_58	{20.0000 116.9460} {1189.3360 117.0060}	20.0000	116.9460	1189.3360	117.0060	1169.336	0.06	horizontal	29	624
VDD	PATH_11_56	{20.0000 113.6020} {1189.3360 113.6620}	20.0000	113.6020	1189.3360	113.6620	1169.336	0.06	horizontal	29	635
VDD	PATH_11_54	{20.0000 110.2580} {1189.3360 110.3180}	20.0000	110.2580	1189.3360	110.3180	1169.336	0.06	horizontal	29	623
VDD	PATH_11_52	{20.0000 106.9140} {1189.3360 106.9740}	20.0000	106.9140	1189.3360	106.9740	1169.336	0.06	horizontal	29	605
VDD	PATH_11_50	{20.0000 103.5700} {1189.3360 103.6300}	20.0000	103.5700	1189.3360	103.6300	1169.336	0.06	horizontal	29	612
VDD	PATH_11_48	{20.0000 100.2260} {1189.3360 100.2860}	20.0000	100.2260	1189.3360	100.2860	1169.336	0.06	horizontal	29	623
VDD	PATH_11_46	{20.0000 96.8820} {1189.3360 96.9420}	20.0000	96.8820	1189.3360	96.9420	1169.336	0.06	horizontal	29	630
VDD	PATH_11_44	{20.0000 93.5380} {1189.3360 93.5980}	20.0000	93.5380	1189.3360	93.5980	1169.336	0.06	horizontal	29	621
VDD	PATH_11_42	{20.0000 90.1940} {1189.3360 90.2540}	20.0000	90.1940	1189.3360	90.2540	1169.336	0.06	horizontal	29	609
VDD	PATH_11_40	{20.0000 86.8500} {1189.3360 86.9100}	20.0000	86.8500	1189.3360	86.9100	1169.336	0.06	horizontal	29	610
VDD	PATH_11_38	{20.0000 83.5060} {1189.3360 83.5660}	20.0000	83.5060	1189.3360	83.5660	1169.336	0.06	horizontal	29	578
VDD	PATH_11_36	{20.0000 80.1620} {1189.3360 80.2220}	20.0000	80.1620	1189.3360	80.2220	1169.336	0.06	horizontal	29	588
VDD	PATH_11_34	{20.0000 76.8180} {1189.3360 76.8780}	20.0000	76.8180	1189.3360	76.8780	1169.336	0.06	horizontal	29	597
VDD	PATH_11_32	{20.0000 73.4740} {1189.3360 73.5340}	20.0000	73.4740	1189.3360	73.5340	1169.336	0.06	horizontal	29	590
VDD	PATH_11_30	{20.0000 70.1300} {1189.3360 70.1900}	20.0000	70.1300	1189.3360	70.1900	1169.336	0.06	horizontal	29	609
VDD	PATH_11_28	{20.0000 66.7860} {1189.3360 66.8460}	20.0000	66.7860	1189.3360	66.8460	1169.336	0.06	horizontal	29	574
VDD	PATH_11_26	{20.0000 63.4420} {1189.3360 63.5020}	20.0000	63.4420	1189.3360	63.5020	1169.336	0.06	horizontal	29	610
VDD	PATH_11_24	{20.0000 60.0980} {1189.3360 60.1580}	20.0000	60.0980	1189.3360	60.1580	1169.336	0.06	horizontal	29	569
VDD	PATH_11_22	{20.0000 56.7540} {1189.3360 56.8140}	20.0000	56.7540	1189.3360	56.8140	1169.336	0.06	horizontal	29	547
VDD	PATH_11_20	{20.0000 53.4100} {1189.3360 53.4700}	20.0000	53.4100	1189.3360	53.4700	1169.336	0.06	horizontal	29	553
VDD	PATH_11_18	{20.0000 50.0660} {1189.3360 50.1260}	20.0000	50.0660	1189.3360	50.1260	1169.336	0.06	horizontal	29	528
VDD	PATH_11_16	{20.0000 46.7220} {1189.3360 46.7820}	20.0000	46.7220	1189.3360	46.7820	1169.336	0.06	horizontal	29	533
VDD	PATH_11_14	{20.0000 43.3780} {1189.3360 43.4380}	20.0000	43.3780	1189.3360	43.4380	1169.336	0.06	horizontal	29	551
VDD	PATH_11_12	{20.0000 40.0340} {1189.3360 40.0940}	20.0000	40.0340	1189.3360	40.0940	1169.336	0.06	horizontal	29	485
VDD	PATH_11_10	{20.0000 36.6900} {1189.3360 36.7500}	20.0000	36.6900	1189.3360	36.7500	1169.336	0.06	horizontal	29	522
VDD	PATH_11_8	{20.0000 33.3460} {1189.3360 33.4060}	20.0000	33.3460	1189.3360	33.4060	1169.336	0.06	horizontal	29	504
VDD	PATH_11_6	{20.0000 30.0020} {1189.3360 30.0620}	20.0000	30.0020	1189.3360	30.0620	1169.336	0.06	horizontal	29	473
VDD	PATH_11_4	{20.0000 26.6580} {1189.3360 26.7180}	20.0000	26.6580	1189.3360	26.7180	1169.336	0.06	horizontal	29	375
VDD	PATH_11_2	{20.0000 23.3140} {1189.3360 23.3740}	20.0000	23.3140	1189.3360	23.3740	1169.336	0.06	horizontal	29	192
VDD	PATH_11_0	{20.0000 19.9700} {1189.3360 20.0300}	20.0000	19.9700	1189.3360	20.0300	1169.336	0.06	horizontal	29	126
